app_id,category_short,category_long
jp.co.pepabo.colorme.app,Business,/store/apps/category/BUSINESS
net.aramex.sas,Business,/store/apps/category/BUSINESS
instant.transfer.mobile,Business,/store/apps/category/BUSINESS
com.hktdc.appgazine,Business,/store/apps/category/BUSINESS
com.winds.karyakarta,Business,/store/apps/category/BUSINESS
com.amazon.sellermobile.android,Business,/store/apps/category/BUSINESS
com.shopify.mobile,Business,/store/apps/category/BUSINESS
com.iaai.android,Business,/store/apps/category/BUSINESS
com.olistshops,Business,/store/apps/category/BUSINESS
com.etsy.android.soe,Business,/store/apps/category/BUSINESS
com.hungama.movies,Entertainment,/store/apps/category/ENTERTAINMENT
com.vgtrk.russiatv1,Entertainment,/store/apps/category/ENTERTAINMENT
uz.allplay.app,Entertainment,/store/apps/category/ENTERTAINMENT
it.rainet.androidtv,Entertainment,/store/apps/category/ENTERTAINMENT
br.com.ebc.play,Entertainment,/store/apps/category/ENTERTAINMENT
net.nextepisode.android,Entertainment,/store/apps/category/ENTERTAINMENT
molokov.TVGuide,Entertainment,/store/apps/category/ENTERTAINMENT
com.wesleyellis.nextepisode,Entertainment,/store/apps/category/ENTERTAINMENT
com.battlelancer.seriesguide,Entertainment,/store/apps/category/ENTERTAINMENT
com.hobi.android,Entertainment,/store/apps/category/ENTERTAINMENT
pt.rtp.play,Entertainment,/store/apps/category/ENTERTAINMENT
com.globo.gshow.app,Entertainment,/store/apps/category/ENTERTAINMENT
com.telerama.fr,Entertainment,/store/apps/category/ENTERTAINMENT
com.icandesignapp.kitchen,House & Home,/store/apps/category/HOUSE_AND_HOME
com.arqxpress,House & Home,/store/apps/category/HOUSE_AND_HOME
com.zipdoc.zipdoc,House & Home,/store/apps/category/HOUSE_AND_HOME
com.inter_ikea.place,House & Home,/store/apps/category/HOUSE_AND_HOME
com.roomsketcher.homedesigner,House & Home,/store/apps/category/HOUSE_AND_HOME
com.star5studio.jaxonTownDesigner.HomeHouseDesign,House & Home,/store/apps/category/HOUSE_AND_HOME
com.embarcadero.Kupe,House & Home,/store/apps/category/HOUSE_AND_HOME
com.qanvast.Qanvast,House & Home,/store/apps/category/HOUSE_AND_HOME
com.benjaminmoore.colorportfolio,House & Home,/store/apps/category/HOUSE_AND_HOME
com.home.design.interior.house.mansion.my,House & Home,/store/apps/category/HOUSE_AND_HOME
com.palettecad.palettehome,House & Home,/store/apps/category/HOUSE_AND_HOME
com.home.design.interior.house.mansion.myhome,House & Home,/store/apps/category/HOUSE_AND_HOME
com.colorsnap,House & Home,/store/apps/category/HOUSE_AND_HOME
com.prestigepaints.prestigecolorpic,House & Home,/store/apps/category/HOUSE_AND_HOME
com.houseapp.interior,House & Home,/store/apps/category/HOUSE_AND_HOME
com.osquare.mydearnest,House & Home,/store/apps/category/HOUSE_AND_HOME
net.searchome.designer,House & Home,/store/apps/category/HOUSE_AND_HOME
pl.homebook,House & Home,/store/apps/category/HOUSE_AND_HOME
com.penpower.asteroom,House & Home,/store/apps/category/HOUSE_AND_HOME
com.addcn.android.design591,House & Home,/store/apps/category/HOUSE_AND_HOME
com.planner5d.swedishhomedesign,House & Home,/store/apps/category/HOUSE_AND_HOME
com.reacttive.interiordesign,House & Home,/store/apps/category/HOUSE_AND_HOME
com.wFofochat_10108664,Dating,/store/apps/category/DATING
com.tryten.livevideocallgirls,Dating,/store/apps/category/DATING
com.chatroulette.girls11,Dating,/store/apps/category/DATING
com.chaaattt.banaat,Dating,/store/apps/category/DATING
com.amor.randomchat,Dating,/store/apps/category/DATING
com.irctc.fot,Food & Drink,/store/apps/category/FOOD_AND_DRINK
ru.utkonos.android.utkonoid,Food & Drink,/store/apps/category/FOOD_AND_DRINK
com.prepear.android,Food & Drink,/store/apps/category/FOOD_AND_DRINK
